"ControlNr";"Category";"BBN";"Title";"Description";"ResourceName";"ResourceInstanceName";"CISNumber";"MeasuresCount";"Score";"Timestamp";"RequiredMeasure"
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-B2C IEF Policy Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-B2C IEF Policy Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-B2C IEF Policy Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-Billing Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-Billing Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-Billing Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-Billing Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-Cloud App Security Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-Cloud App Security Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-Cloud App Security Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-Cloud App Security Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-Cloud Application Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-Cloud Application Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-Cloud Application Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-Cloud Application Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-Cloud Device Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-Cloud Device Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-Cloud Device Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-Cloud Device Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-Compliance Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-Compliance Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-Compliance Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-Compliance Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-Compliance Data Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-Compliance Data Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-Compliance Data Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-Compliance Data Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-Conditional Access Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-Conditional Access Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-Conditional Access Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-Conditional Access Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-Customer LockBox Access Approver";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-Customer LockBox Access Approver";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-Customer LockBox Access Approver";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-Customer LockBox Access Approver";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-Desktop Analytics Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-Desktop Analytics Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-Desktop Analytics Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-Desktop Analytics Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-Device Join";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-Device Join";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-Device Join";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-Device Join";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-Device Managers";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-Device Managers";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-Device Managers";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-Device Managers";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-Device Users";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-Device Users";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-Device Users";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-Device Users";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-Directory Readers";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-Directory Readers";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-Directory Readers";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-Directory Readers";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-Directory Synchronization Accounts";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-Directory Synchronization Accounts";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-Directory Synchronization Accounts";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-Directory Synchronization Accounts";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-Directory Writers";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-Directory Writers";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
"5.18";"Organisatorisch";"1";"Toegangsrechten";"Toegangsrechten met betrekking tot informatie en andere gerelateerde bedrijfsmiddelen behoren te worden verstrekt, beoordeeld, aangepast en verwijderd overeenkomstig het onderwerpspecifieke beleid en de regels inzake toegangsbeveiliging van de organisatie.";"AADRoleSetting";"AADRoleSetting-Directory Writers";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is uitsluitend toegang verleend tot informatiesystemen na autorisatie door een bevoegde functionaris."
"6.5";"Mensgericht";"1";"Verantwoordelijkheden na beëindiging of wijziging van het dienstverband";"Verantwoordelijkheden en taken met betrekking tot informatiebeveiliging die van kracht blijven na beëindiging of wijziging van het dienstverband behoren te worden gedefinieerd, gehandhaafd en gecommuniceerd aan relevant personeel en andere belanghebbenden.";"AADRoleSetting";"AADRoleSetting-Directory Writers";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Niet Bekend"
"5.15";"Organisatorisch";"1";"Toegangsbeveiliging";"Er behoren regels op basis van bedrijfs- en informatiebeveiligingseisen te worden vastgesteld en geïmplementeerd om de fysieke en logische toegang tot informatie en andere gerelateerde bedrijfsmiddelen te beheersen.";"AADRoleSetting";"AADRoleSetting-Domain Name Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Alleen geauthenticeerde apparatuur kan toegang krijgen tot een vertrouwde zone."
"5.16";"Organisatorisch";"1";"Identiteitsbeheer";"De volledige levenscyclus van identiteiten behoort te worden beheerd.";"AADRoleSetting";"AADRoleSetting-Domain Name Administrator";"CIS-5.3.1";"1";"0";"2024-07-01 11:52:24";"Er is een sluitende formele registratie- en afmeldprocedure voor het beheren van gebruikersidentificaties."
